,Superphenotype,Node_name,Node_type,Phenotype_MIM_number,Gene_MIM_number,Parenthetical
251,AGS4,Poor feeding,entry.clinicalSynopsis.abdomenGastrointestinal,610333,,
252,AGS4,Pancytopenia,entry.clinicalSynopsis.hematology,610333,,
253,AGS4,No evidence of prenatal infection,entry.clinicalSynopsis.immunology,610333,,
254,AGS4,Hepatomegaly,entry.clinicalSynopsis.abdomenLiver,610333,,
255,AGS4,Abnormal liver function tests,entry.clinicalSynopsis.abdomenLiver,610333,,
256,AGS4,Splenomegaly,entry.clinicalSynopsis.abdomenSpleen,610333,,
257,AGS4,Respiratory insufficiency in neonatal period,entry.clinicalSynopsis.respiratoryLung,610333,,
258,OPA3,Autosomal dominant,entry.clinicalSynopsis.inheritance,165300,,
259,OPA3,Optic atrophy,entry.clinicalSynopsis.headAndNeckEyes,165300,,
260,OPA3,Decreased visual acuity,entry.clinicalSynopsis.headAndNeckEyes,165300,,
261,OPA3,Cataract,entry.clinicalSynopsis.headAndNeckEyes,165300,,
262,OPA3,"Tremor, mild",entry.clinicalSynopsis.neurologicCentralNervousSystem,165300,,
263,OPA3,"Extrapyramidal signs, mild",entry.clinicalSynopsis.neurologicCentralNervousSystem,165300,,
264,HHHS,Autosomal recessive,entry.clinicalSynopsis.inheritance,238970,,
265,HHHS,Failure to thrive,entry.clinicalSynopsis.growthOther,238970,,
266,HHHS,Psychomotor retardation,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
267,HHHS,Learning disabilities,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
268,HHHS,"Mental retardation, variable",entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
269,HHHS,Hypotonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
270,HHHS,Lethargy,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
271,HHHS,Coma,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
272,HHHS,Spastic paraparesis,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
273,HHHS,Spasticity,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
274,HHHS,Hyperreflexia,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
275,HHHS,Clonus,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
276,HHHS,Episodic confusion,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
277,HHHS,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
278,HHHS,Myoclonic epilepsy,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
279,HHHS,Acute encephalopathy,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
280,HHHS,Poor coordination,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
281,HHHS,Buccolingofacial dyspraxia,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
282,HHHS,Pyramidal signs,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
283,HHHS,Cortical atrophy,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,
284,HHHS,Subcortical white matter abnormalities,entry.clinicalSynopsis.neurologicCentralNervousSystem,238970,,(rare)
285,HHHS,Hyperornithinemia,entry.clinicalSynopsis.laboratoryAbnormalities,238970,,
286,HHHS,Hyperammonemia,entry.clinicalSynopsis.laboratoryAbnormalities,238970,,
287,HHHS,Homocitrullinuria,entry.clinicalSynopsis.laboratoryAbnormalities,238970,,
288,HHHS,Protein avoidance,entry.clinicalSynopsis.abdomenGastrointestinal,238970,,
289,HHHS,Episodic vomiting,entry.clinicalSynopsis.abdomenGastrointestinal,238970,,
290,HHHS,Decreased vibration sense,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,238970,,(rare)
291,HHHS,Coagulopathy due to liver dysfunction,entry.clinicalSynopsis.hematology,238970,,
292,HHHS,Liver dysfunction,entry.clinicalSynopsis.abdomenLiver,238970,,
293,HHHS,Acute hepatitis,entry.clinicalSynopsis.abdomenLiver,238970,,
294,HHHS,Hepatomegaly,entry.clinicalSynopsis.abdomenLiver,238970,,
295,VACRDS,Autosomal dominant,entry.clinicalSynopsis.inheritance,115000,,
296,VACRDS,Syncope,entry.clinicalSynopsis.cardiovascularHeart,115000,,
297,VACRDS,Ventricular fibrillation,entry.clinicalSynopsis.cardiovascularHeart,115000,,
298,VACRDS,Polymorphic ventricular tachycardia,entry.clinicalSynopsis.cardiovascularHeart,115000,,
299,VACRDS,Cardiac arrest,entry.clinicalSynopsis.cardiovascularHeart,115000,,
300,HH8,Autosomal recessive,entry.clinicalSynopsis.inheritance,614837,,
301,HH8,Delayed bone age,entry.clinicalSynopsis.skeletal,614837,,
302,HH8,Osteopenia,entry.clinicalSynopsis.skeletal,614837,,
303,HH8,Delayed or absent thelarche,entry.clinicalSynopsis.chestBreasts,614837,,
304,HH8,Gynecomastia,entry.clinicalSynopsis.chestBreasts,614837,,(in untreated males)
305,HH8,Micropenis,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,614837,,
306,HH8,Small testes,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,614837,,
307,HH8,Cryptorchidism,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,614837,,
308,HH8,Azoospermia,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,614837,,
309,HH8,Primary amenorrhea,entry.clinicalSynopsis.genitourinaryInternalGenitaliaFemale,614837,,
310,HH8,Hypoplastic uterus,entry.clinicalSynopsis.genitourinaryInternalGenitaliaFemale,614837,,
311,HH8,Small ovaries,entry.clinicalSynopsis.genitourinaryInternalGenitaliaFemale,614837,,(in some patients)
312,HH8,Reduced number of follicles seen on ultrasound,entry.clinicalSynopsis.genitourinaryInternalGenitaliaFemale,614837,,
313,HH8,Near-normal pubic hair,entry.clinicalSynopsis.skinNailsHairHair,614837,,
314,HH8,Eunuchoid appearance of males,entry.clinicalSynopsis.endocrineFeatures,614837,,
315,HH8,Delayed or absent puberty,entry.clinicalSynopsis.endocrineFeatures,614837,,
316,HH8,Partial or complete serum gonadotropin deficiency,entry.clinicalSynopsis.endocrineFeatures,614837,,
317,HH8,Low estradiol in females,entry.clinicalSynopsis.endocrineFeatures,614837,,
318,HH8,Low testosterone in males,entry.clinicalSynopsis.endocrineFeatures,614837,,
319,PARK7,Autosomal recessive,entry.clinicalSynopsis.inheritance,606324,,
320,PARK7,Blepharospasm may occur,entry.clinicalSynopsis.headAndNeckEyes,606324,,
321,PARK7,Resting tremor,entry.clinicalSynopsis.neurologicCentralNervousSystem,606324,,
322,PARK7,Postural tremor,entry.clinicalSynopsis.neurologicCentralNervousSystem,606324,,
323,PARK7,Bradykinesia,entry.clinicalSynopsis.neurologicCentralNervousSystem,606324,,
324,PARK7,Muscular rigidity,entry.clinicalSynopsis.neurologicCentralNervousSystem,606324,,
325,PARK7,Anxiety disorders,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,606324,,
326,PARK7,Psychotic episodes,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,606324,,
327,PARK7,'Neurotic' signs and symptoms,entry.clinicalSynopsis.neurologicBehavioralPsychiatricManifestations,606324,,
328,COXPD3,Autosomal recessive,entry.clinicalSynopsis.inheritance,610505,,
329,COXPD3,Intrauterine growth retardation,entry.clinicalSynopsis.growthOther,610505,,
330,COXPD3,Optic neuropathy,entry.clinicalSynopsis.headAndNeckEyes,610505,,
331,COXPD3,Optic atrophy,entry.clinicalSynopsis.headAndNeckEyes,610505,,
332,COXPD3,Visual impairment,entry.clinicalSynopsis.headAndNeckEyes,610505,,
333,COXPD3,Dilated cardiomyopathy,entry.clinicalSynopsis.cardiovascularHeart,610505,,(in some patients)
334,COXPD3,Concentric hypertrophic cardiomyopathy,entry.clinicalSynopsis.cardiovascularHeart,610505,,(in some patients)
335,COXPD3,Patent foramen ovale,entry.clinicalSynopsis.cardiovascularHeart,610505,,(in some patients)
336,COXPD3,Patent ductus arteriosus,entry.clinicalSynopsis.cardiovascularVascular,610505,,(in some patients)
337,COXPD3,Respiratory failure,entry.clinicalSynopsis.respiratory,610505,,
338,COXPD3,Hepatomegaly,entry.clinicalSynopsis.abdomenLiver,610505,,(in some patients)
339,COXPD3,Poor feeding,entry.clinicalSynopsis.abdomenGastrointestinal,610505,,
340,COXPD3,Hypotonia,entry.clinicalSynopsis.muscleSoftTissue,610505,,
341,COXPD3,Muscle weakness,entry.clinicalSynopsis.muscleSoftTissue,610505,,
342,COXPD3,Rhabdomyolysis,entry.clinicalSynopsis.muscleSoftTissue,610505,,
343,COXPD3,Ragged red fibers seen on muscle biopsy,entry.clinicalSynopsis.muscleSoftTissue,610505,,
344,COXPD3,COX-deficient fibers,entry.clinicalSynopsis.muscleSoftTissue,610505,,
345,COXPD3,Global developmental delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
346,COXPD3,Encephalopathy,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
347,COXPD3,Seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
348,COXPD3,Dystonia,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
349,COXPD3,Cognitive impairment,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
350,COXPD3,Tremor,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
351,COXPD3,Ataxia,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
352,COXPD3,"Hypotonia, neonatal",entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
353,COXPD3,Reduced brain gyri,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
354,COXPD3,Enlarged ventricles,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
355,COXPD3,Abnormal signals in the thalami seen on MRI,entry.clinicalSynopsis.neurologicCentralNervousSystem,610505,,
356,COXPD3,Axonal sensorimotor neuropathy,entry.clinicalSynopsis.neurologicPeripheralNervousSystem,610505,,(in some patients)
357,COXPD3,Lactic acidosis,entry.clinicalSynopsis.metabolicFeatures,610505,,
358,COXPD3,Decreased fetal movements,entry.clinicalSynopsis.prenatalManifestationsMovement,610505,,
359,COXPD3,Increased serum lactate,entry.clinicalSynopsis.laboratoryAbnormalities,610505,,
360,COXPD3,Increased serum creatine kinase,entry.clinicalSynopsis.laboratoryAbnormalities,610505,,
361,COXPD3,Increased serum ketones,entry.clinicalSynopsis.laboratoryAbnormalities,610505,,
362,COXPD3,Increased serum ammonia,entry.clinicalSynopsis.laboratoryAbnormalities,610505,,
363,COXPD3,"Decreased activity of mitochondrial respiratory complexes I, III, and IV",entry.clinicalSynopsis.laboratoryAbnormalities,610505,,
364,ACHM2,Autosomal recessive,entry.clinicalSynopsis.inheritance,216900,,
365,ACHM2,Day blindness,entry.clinicalSynopsis.headAndNeckEyes,216900,,
366,ACHM2,Infantile nystagmus,entry.clinicalSynopsis.headAndNeckEyes,216900,,
367,ACHM2,Photophobia,entry.clinicalSynopsis.headAndNeckEyes,216900,,
368,ACHM2,Colors indistinguishable,entry.clinicalSynopsis.headAndNeckEyes,216900,,
369,ACHM2,Funduscopy normal,entry.clinicalSynopsis.headAndNeckEyes,216900,,
370,ACHM2,Rod monochromacy,entry.clinicalSynopsis.headAndNeckEyes,216900,,
371,ACHM2,Decreased foveolar thickness,entry.clinicalSynopsis.headAndNeckEyes,216900,,
372,BCHED,Autosomal recessive,entry.clinicalSynopsis.inheritance,617936,,
373,BCHED,Decreased plasma butyrylcholinesterase,entry.clinicalSynopsis.laboratoryAbnormalities,617936,,
374,BCHED,Succinylcholine sensitivity,entry.clinicalSynopsis.respiratoryLung,617936,,
375,BCHED,Prolonged apnea 6-8 hours after administration of suxamethonium or mivacurium,entry.clinicalSynopsis.respiratoryLung,617936,,
376,PHLS,Autosomal recessive,entry.clinicalSynopsis.inheritance,241800,,
377,PHLS,Atrioventricular septal defect,entry.clinicalSynopsis.cardiovascularHeart,241800,,(complete or partial)
378,PHLS,Monoatrium,entry.clinicalSynopsis.cardiovascularHeart,241800,,
379,PHLS,Atrioventricular valvular defects,entry.clinicalSynopsis.cardiovascularHeart,241800,,
380,PHLS,Atrioventricular valvular insufficiency,entry.clinicalSynopsis.cardiovascularHeart,241800,,
381,PHLS,Coarctation of the aorta,entry.clinicalSynopsis.cardiovascularVascular,241800,,
382,PHLS,"Aganglionosis, short-segment rectosigmoid",entry.clinicalSynopsis.abdomenGastrointestinal,241800,,
383,PHLS,Hypothalamic hamartoma,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
384,PHLS,Gelastic seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
385,PHLS,Dacrystic seizures,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
386,PHLS,Speech delay,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
387,PHLS,Pituitary cyst,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
388,PHLS,Type I Chiari malformation,entry.clinicalSynopsis.neurologicCentralNervousSystem,241800,,
389,PHLS,Short stature,entry.clinicalSynopsis.growthHeight,241800,,
390,PHLS,Microcephaly,entry.clinicalSynopsis.headAndNeckHead,241800,,
391,PHLS,Large fontanel,entry.clinicalSynopsis.headAndNeckHead,241800,,
392,PHLS,Spatulate mandible,entry.clinicalSynopsis.headAndNeckFace,241800,,
393,PHLS,Mandibular epulis,entry.clinicalSynopsis.headAndNeckFace,241800,,
394,PHLS,Overfolded helices,entry.clinicalSynopsis.headAndNeckEars,241800,,
395,PHLS,Short nose,entry.clinicalSynopsis.headAndNeckNose,241800,,
396,PHLS,Microstomia,entry.clinicalSynopsis.headAndNeckMouth,241800,,
397,PHLS,Microglossia,entry.clinicalSynopsis.headAndNeckMouth,241800,,
398,PHLS,Ankyloglossia,entry.clinicalSynopsis.headAndNeckMouth,241800,,
399,PHLS,Paired sublingual appendages,entry.clinicalSynopsis.headAndNeckMouth,241800,,
400,PHLS,Gingival frenulum,entry.clinicalSynopsis.headAndNeckMouth,241800,,
401,PHLS,Cleft palate,entry.clinicalSynopsis.headAndNeckMouth,241800,,
402,PHLS,Oligodontia,entry.clinicalSynopsis.headAndNeckTeeth,241800,,
403,PHLS,Conical teeth,entry.clinicalSynopsis.headAndNeckTeeth,241800,,
404,PHLS,Choanal stenosis,entry.clinicalSynopsis.respiratoryNasopharynx,241800,,
405,PHLS,Long thorax,entry.clinicalSynopsis.chestExternalFeatures,241800,,
406,PHLS,Narrow thorax,entry.clinicalSynopsis.chestExternalFeatures,241800,,
407,PHLS,Short ribs,entry.clinicalSynopsis.chestRibsSternumClaviclesAndScapulae,241800,,
408,PHLS,Micropenis,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,241800,,
409,PHLS,Hypospadias,entry.clinicalSynopsis.genitourinaryExternalGenitaliaMale,241800,,
410,PHLS,Cryptorchidism,entry.clinicalSynopsis.genitourinaryInternalGenitaliaMale,241800,,
411,PHLS,Microcephaly,entry.clinicalSynopsis.skeletalSkull,241800,,
412,PHLS,Large fontanel,entry.clinicalSynopsis.skeletalSkull,241800,,
413,PHLS,Ovoid lumbar vertebrae,entry.clinicalSynopsis.skeletalSpine,241800,,
414,PHLS,Trident acetabulum,entry.clinicalSynopsis.skeletalPelvis,241800,,
415,PHLS,Short long bones,entry.clinicalSynopsis.skeletalLimbs,241800,,
416,PHLS,Postaxial polydactyly,entry.clinicalSynopsis.skeletalHands,241800,,
417,PHLS,Short metacarpals,entry.clinicalSynopsis.skeletalHands,241800,,
418,PHLS,Short phalanges,entry.clinicalSynopsis.skeletalHands,241800,,(middle and distal)
419,PHLS,Cone-shaped epiphyses of middle phalanges,entry.clinicalSynopsis.skeletalHands,241800,,
420,PHLS,Postaxial polydactyly,entry.clinicalSynopsis.skeletalFeet,241800,,
421,PHLS,Syndactyly,entry.clinicalSynopsis.skeletalFeet,241800,,
422,PHLS,Fusion of 5th and 6th metatarsals,entry.clinicalSynopsis.skeletalFeet,241800,,
423,PHLS,Nail hypoplasia,entry.clinicalSynopsis.skinNailsHairNails,241800,,
424,PHLS,Sparse hair,entry.clinicalSynopsis.skinNailsHairHair,241800,,
